id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
2737,0.501404,tcp,-,FIN,10,6,534,268,29.915997,254,252,7674.450195,3573.964355,2,1,52.616889,80.037602,2877.431001,105.407742,255,3435089014,3620667402,255,0.205658,0.101213,0.104445,53,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
2738,18.67614,tcp,http,FIN,334,746,17850,1087900,57.774252,31,29,7623.416992,465381.8125,2,370,56.083467,25.067854,2964.800868,1918.214261,255,3250585347,1109082628,255,0.000721,0.000578,0.000143,53,1458,0,0,2,0,7,1,1,2,0,0,0,3,1,0,0
2739,0.005503,udp,-,CON,4,4,568,312,1272.033384,31,29,619298.5625,340178.0625,0,0,1.462,1.052333,2.059802,1.47974,0,0,0,0,0,0,0,142,78,0,0,8,0,5,1,1,4,0,0,0,13,5,0,0
2740,7.00E-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,84,0,0,0,3,2,1,1,1,1,0,0,0,1,2,0,1
2741,0.01193,tcp,-,FIN,36,38,2334,16290,6119.027642,31,29,1522212.875,10636714,7,12,0.3312,0.30727,20.039262,18.457521,255,957766171,3107650304,255,0.000695,0.000551,0.000144,65,429,0,0,13,0,5,1,1,4,0,0,0,6,7,0,0
2742,0.702212,tcp,smtp,FIN,20,20,2762,1860,55.538785,62,252,29894.10742,20130.67383,7,8,36.958526,36.189895,1890.139361,44.349375,255,591561123,1058515107,255,0.024848,0.011463,0.013385,138,93,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1
2743,0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.04,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0
2744,3.855438,tcp,ftp,FIN,52,54,2934,3740,27.23426,31,29,5971.824707,7617.292969,11,15,75.590351,72.734719,4662.554338,149.938422,255,97674089,107259264,255,0.000636,0.000494,0.000142,56,69,0,0,1,0,3,1,1,1,0,0,0,1,2,0,0
2745,0.063748,tcp,-,FIN,46,48,2854,30622,1458.869251,31,29,350379.5938,3762941.5,7,17,1.409378,1.334468,81.366147,78.492931,255,971463861,986466181,255,0.001239,0.001024,0.000215,62,638,0,0,5,0,1,1,1,1,0,0,0,2,2,0,0
2746,0.303271,tcp,-,FIN,14,6,8928,320,62.650238,31,29,218708.6875,7043.205566,4,1,23.328538,60.315801,1990.904852,82.610719,255,1540388140,3998963270,255,0.001721,0.001558,0.000163,638,53,0,0,11,0,5,1,1,3,0,0,0,3,14,0,0
2747,8.00E-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,2,2,2,8,0,0,0,7,8,0,1
2748,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,44,2,33,33,14,44,0,0,0,33,44,0,1
2749,15.226356,tcp,-,REQ,18,0,810,0,1.116485,254,0,401.934662,0,17,0,895.668,0,1477.873125,0,255,0,0,0,0,0,0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,0
2750,0.046882,tcp,-,FIN,84,86,4862,79882,3604.795031,31,29,819930.875,13472804,7,36,0.561036,0.545412,0,31.344552,255,4103059611,1964554647,255,0.000665,0.000518,0.000147,58,929,0,0,3,0,4,1,1,1,0,0,0,5,2,0,0
2751,0.037933,tcp,-,FIN,16,18,1540,1644,869.954934,31,29,304536.9375,327524.8438,4,4,2.5066,2.202235,165.235122,3.922268,255,3759173385,3767212947,255,0.000622,0.000487,0.000135,96,91,0,0,6,0,6,5,1,5,0,0,0,8,10,0,0
2752,0.435684,tcp,http,FIN,10,6,694,268,34.428623,254,252,11476.20801,4113.072754,2,1,46.622889,74.172203,2341.428988,114.576648,255,1529971978,1545563198,255,0.10474,0.064819,0.039921,69,45,0,0,5,1,1,2,1,1,0,0,0,2,4,0,1
2753,1.263818,tcp,ftp,FIN,12,12,2616,682,18.198823,254,252,15179.40039,3962.595703,3,4,114.826543,105.119273,5912.73288,137.649859,255,3303959967,1457301488,255,0.172963,0.107497,0.065466,218,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
2754,0.001051,udp,dns,CON,2,2,132,164,2854.424439,31,29,502378.6875,624167.5,0,0,0.009,0.01,0,0,0,0,0,0,0,0,0,66,82,0,0,4,0,2,2,1,1,0,0,0,10,2,0,0
2755,0.005324,udp,-,CON,4,4,568,304,1314.800895,31,29,640120.1875,342599.5625,0,0,1.202333,1.301667,1.693286,1.828107,0,0,0,0,0,0,0,142,76,0,0,11,0,6,1,1,3,0,0,0,6,6,0,0
2756,0.001017,udp,dns,CON,2,2,146,178,2949.852669,31,29,574238,700098.375,0,0,0.011,0.008,0,0,0,0,0,0,0,0,0,73,89,0,0,4,0,3,2,1,2,0,0,0,5,3,0,0
2757,0.001028,udp,dns,CON,2,2,132,164,2918.287859,31,29,513618.6563,638132.25,0,0,0.008,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,1,0,4,1,1,2,0,0,0,8,3,0,0
2758,0.106503,tcp,-,FIN,92,164,5696,192828,2394.298699,31,29,423274.4375,14396064,10,71,1.166857,0.649883,65.584347,39.834971,255,180748137,2329799452,255,0.000718,0.000569,0.000149,62,1176,0,0,1,0,3,1,1,1,0,0,0,3,2,0,0
2759,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,48,2,42,42,25,48,0,0,0,42,48,0,1
2760,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,30,2,25,25,25,30,0,0,0,25,30,0,1
2761,0.001121,udp,-,CON,2,2,130,162,2676.181891,31,29,463871.5313,578055.3125,0,0,0.011,0.008,0,0,0,0,0,0,0,0,0,65,81,0,0,8,0,1,1,1,1,0,0,0,2,9,0,0
2762,0.207533,tcp,http,FIN,10,14,862,10276,110.825747,62,252,29913.31445,367825.8438,2,5,23.059222,15.055846,1207.908608,1477.577695,255,696372427,322900211,255,0.05429,0.006759,0.047531,86,734,1,4631,1,1,1,1,1,1,0,0,1,1,1,0,1
2763,1.712614,tcp,ftp,FIN,12,12,574,682,13.429762,254,252,2461.733887,2924.184814,3,4,155.692179,144.510453,8607.117645,218.807797,255,1556848562,4064272705,255,0.27912,0.122299,0.156821,48,57,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0
2764,0.101396,tcp,-,FIN,64,66,3806,52014,1272.239513,31,29,295632.9688,4041658.25,7,26,1.60473,1.552446,0,87.224775,255,542707031,2715438070,255,0.000629,0.000483,0.000146,59,788,0,0,3,0,2,1,1,1,0,0,0,2,2,0,0
2765,2.914933,tcp,smtp,FIN,50,24,41155,1920,25.043458,62,252,110690.7109,5049.858887,22,8,59.488428,123.562609,4537.227557,169.2735,255,523914899,2601619049,255,0.168872,0.072192,0.09668,823,80,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1
2766,8.00E-06,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,5,4,4,4,0,0,0,4,10,0,1
2767,0.767565,tcp,-,FIN,10,8,564,354,22.147961,254,252,5294.665527,3230.996582,2,1,79.489667,104.008289,5736.310788,143.349437,255,3203382869,1492060633,255,0.125477,0.039502,0.085975,56,44,0,0,4,1,1,1,1,1,0,0,0,18,1,0,1
2768,0.77979,tcp,http,FIN,10,6,1154,268,19.235949,254,252,10659.28027,2298.054688,2,1,82.633111,141.292797,4655.60252,239.393953,255,3600541998,2067493953,255,0.139724,0.073318,0.066406,115,45,1,0,1,1,4,1,1,1,0,0,1,1,6,0,1
2769,3.559469,tcp,-,FIN,10,8,534,354,4.775993,254,252,1081.060181,696.733154,2,1,395.496556,492.676,24424.21382,753.355437,255,2962970222,1740286363,255,0.267488,0.109864,0.157624,53,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,0
2770,1.500408,tcp,-,FIN,20,10,1222,556,19.328075,254,252,6190.315918,2671.273438,5,3,78.968843,159.627438,4521.2649,247.153594,255,4000301024,1841189227,255,0.086497,0.062959,0.023538,61,56,0,0,5,1,1,1,1,4,0,0,0,3,3,0,0
2771,3.00E-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0,1
2772,1.10E-05,udp,-,INT,2,0,168,0,90909.0902,254,0,61090908,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,4,1,0,1
2773,0.638754,tcp,-,FIN,10,8,564,354,26.614314,254,252,6362.386719,3882.558838,2,1,70.972667,87.92043,5435.928131,139.364219,255,2222902405,603674899,255,0.050505,0.006214,0.044291,56,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,1
2774,0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.844,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0
2775,0.76265,tcp,-,FIN,10,8,500,354,22.290697,254,252,4720.382812,3251.819336,2,1,81.779444,90.68657,5001.604883,144.235141,255,1576877966,2544401091,255,0.197699,0.127822,0.069877,50,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
2776,0.656647,tcp,-,FIN,10,8,534,354,25.889099,254,252,5860.07373,3776.762695,2,1,70.082,86.56043,5013.183525,135.1655,255,2871406055,1483898905,255,0.127542,0.050721,0.076821,53,44,0,0,6,1,1,1,1,5,0,0,0,2,5,0,0
2777,0.25734,tcp,http,FIN,10,6,846,268,58.288642,254,252,23688.50391,6963.549805,2,1,27.064556,49.550602,1349.853104,74.487414,255,2589775767,3752985342,255,0.059312,0.009584,0.049728,85,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
2778,1.16965,tcp,http,FIN,10,8,820,354,14.534263,254,252,5047.664062,2120.29248,2,1,129.961111,155.763578,7507.874416,314.214375,255,2970237135,1044413369,255,0.148069,0.078739,0.06933,82,44,1,0,3,1,1,1,1,1,0,0,1,1,1,0,1
2779,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,49,2,39,39,24,49,0,0,0,40,49,0,1
2780,0.00101,udp,dns,CON,2,2,146,178,2970.297008,31,29,578217.8125,704950.5,0,0,0.004,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,3,1,1,2,0,0,0,3,1,0,0
2781,0.013602,tcp,-,FIN,44,46,2766,24004,6543.155548,31,29,1590354.375,13811499,7,16,0.308256,0.290467,17.743409,16.411096,255,3095803681,956742018,255,0.000654,0.000508,0.000146,63,522,0,0,8,0,1,1,1,1,0,0,0,3,7,0,0
2782,1.546166,tcp,http,FIN,10,8,830,1352,10.994939,62,252,3865.044434,6120.947266,2,2,171.780111,207.066719,11381.54292,436.199656,255,2071581644,3110396463,255,0.170927,0.096689,0.074238,83,169,1,274,2,1,1,1,1,2,0,0,4,1,2,0,0
2783,1.064252,tcp,-,FIN,10,8,564,354,15.97366,254,252,3818.644287,2330.275146,2,1,111.524222,140.676578,6948.206611,203.169031,255,1711949045,2404647223,255,0.178933,0.079515,0.099418,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
2784,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,2,25,24,24,29,0,0,0,24,29,0,1
2785,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,11,2,11,11,11,11,0,0,0,11,11,0,1
2786,8.570232,tcp,-,REQ,6,0,270,0,0.583415,254,0,210.029312,0,5,0,1714.046375,0,3065.061,0,255,0,0,0,0,0,0,45,0,0,0,36,6,8,2,2,32,0,0,0,7,32,0,0
2787,0.591308,tcp,-,FIN,10,6,582,268,25.36749,254,252,7089.368164,3030.56958,2,1,65.606778,103.253203,3395.657209,172.149703,255,4006164827,2402545634,255,0.197859,0.075033,0.122826,58,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
2788,3.00E-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,52,0,0,0,5,2,1,1,1,3,0,0,0,1,6,0,0
2789,1.20E-05,udp,-,INT,2,0,1444,0,83333.33039,254,0,481333312,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,722,0,0,0,29,2,10,10,1,10,0,0,0,10,29,0,1
2790,0.280972,tcp,-,FIN,10,6,484,268,53.386102,254,252,12414.04785,6377.859863,2,1,29.532778,48.752398,1525.290632,74.296703,255,3154778553,3138196693,255,0.062564,0.037208,0.025356,48,45,0,0,9,1,3,3,1,9,0,0,0,3,9,0,0
2791,0.609072,tcp,http,FIN,10,8,1122,354,27.911313,254,252,13266.08301,4071.768066,2,1,67.674667,78.670711,3914.008618,124.606609,255,2548216026,2998046135,255,0.121205,0.057616,0.063589,112,44,1,0,2,1,1,2,1,1,0,0,1,2,1,0,1
2792,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,27,2,27,27,17,27,0,0,0,27,27,0,1
2793,5.00E-06,udp,-,INT,2,0,1064,0,200000.0051,254,0,851200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,532,0,0,0,40,2,13,13,1,40,0,0,0,14,40,0,0
2794,0,udp,-,INT,1,0,1504,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,0,0,0,6,0,1,1,1,1,0,0,0,1,4,0,1
2795,0.000993,udp,dns,CON,2,2,146,178,3021.148054,31,29,588116.8125,717019.125,0,0,0.011,0.003,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,2,1,1,1,0,0,0,1,5,0,0
2796,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,1
2797,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,11,2,3,3,3,3,0,0,0,3,11,0,1
2798,1.60E-05,udp,-,INT,2,0,1064,0,62500.00016,254,0,266000000,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,532,0,0,0,22,2,9,9,1,22,0,0,0,9,22,0,0
2799,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,6,2,4,4,4,4,0,0,0,5,6,0,1
2800,1.00E-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,13,2,4,3,3,3,0,0,0,3,13,0,1
2801,0.017003,tcp,-,FIN,46,48,2854,31458,5469.623078,31,29,1313650.5,14492972,7,17,0.370756,0.35017,21.743229,20.971134,255,980899000,3126570573,255,0.000677,0.000534,0.000143,62,655,0,0,10,0,2,1,1,1,0,0,0,2,11,0,0
2802,0.196822,tcp,http,FIN,10,6,1022,268,76.210992,254,252,37394.19141,9104.672852,2,1,20.148333,36.926398,1068.815062,61.553535,255,2705486571,623528626,255,0.064706,0.012189,0.052517,102,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
2803,6.00E-06,egp,-,INT,2,0,180,0,166666.6608,254,0,119999992,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
2804,4.00E-06,igmp,-,INT,2,0,90,0,250000.0006,254,0,90000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,45,0,0,0,3,2,1,1,1,3,0,0,0,2,3,0,0
2805,0.122374,tcp,-,FIN,22,24,1920,4312,367.725176,31,29,119829.375,270188.125,6,6,5.809143,5.292392,434.187748,415.607065,255,3344557931,3344895823,255,0.000773,0.000637,0.000136,87,180,0,0,7,0,1,1,1,1,0,0,0,1,6,0,0
2806,1.30E-05,udp,-,INT,2,0,2038,0,76923.07779,254,0,627076928,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,7,2,1,1,1,1,0,0,0,2,5,0,1
2807,0.303902,tcp,http,FIN,10,12,830,9066,69.101223,62,252,19664.23438,218781.0469,2,4,33.766889,23.439818,1663.516808,1955.69909,255,2297387205,2815362625,255,0.082659,0.028284,0.054375,83,756,1,4031,1,1,1,1,1,1,0,0,1,3,1,0,1
2808,0.001116,udp,dns,CON,2,2,130,162,2688.172044,31,29,465949.8125,580645.1875,0,0,0.011,0.008,0,0,0,0,0,0,0,0,0,65,81,0,0,2,0,3,2,2,2,0,0,0,7,2,0,0
2809,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,25,25,25,43,0,0,0,25,43,0,1
2810,9.00E-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,2,1,1,1,0,0,0,9,2,0,1
2811,1.080614,tcp,-,FIN,10,6,534,268,13.880998,254,252,3560.938721,1658.316528,2,1,114.515,202.726203,6661.585158,361.302937,255,22361371,2187094573,255,0.145819,0.066974,0.078845,53,45,0,0,3,1,3,2,2,2,0,0,0,2,3,0,0
2812,0.005062,tcp,-,FIN,18,18,3824,2456,6914.263281,31,29,5708416,3666535,7,7,0.279,0.268471,13.807819,0.357876,255,1708028084,1711001411,255,0.00064,0.000493,0.000147,212,136,0,0,8,0,5,1,1,3,0,0,0,4,12,0,0
2813,0.144511,tcp,-,FIN,22,24,1920,4312,311.394982,31,29,101473.2422,228799.1875,6,6,6.864524,6.258217,457.530606,437.645879,255,158578424,2304229003,255,0.000711,0.000568,0.000143,87,180,0,0,5,0,3,2,1,1,0,0,0,5,11,0,0
2814,0.857677,tcp,-,FIN,12,8,1106,726,22.152862,254,252,9458.106445,5932.303223,3,2,75.470818,105.30543,3892.832691,143.912594,255,3678961758,3390723267,255,0.267536,0.12053,0.147006,92,91,0,0,5,1,1,1,1,3,0,0,0,1,4,0,0
2815,0.383595,tcp,-,FIN,30,14,26946,764,112.097397,254,252,543239.625,14807.28418,12,4,13.227414,27.083309,984.077012,37.640484,255,3485695438,245479273,255,0.035318,0.01893,0.016388,898,55,0,0,6,1,2,2,1,6,0,0,0,2,7,0,0
2816,1.00E-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,2,2,2,2,2,0,0,0,11,2,0,1
2817,0.018539,tcp,-,FIN,16,18,1540,1644,1780.031256,31,29,623118.8125,670154.8125,4,4,1.214,1.063412,74.420461,2.030414,255,675847902,2827139510,255,0.000581,0.000457,0.000124,96,91,0,0,19,0,6,6,1,6,0,0,0,13,10,0,0
2818,1.00E-05,ib,-,INT,2,0,200,0,100000.0025,254,0,80000000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,100,0,0,0,11,2,4,4,4,4,0,0,0,8,11,0,1
2819,1.00E-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,57,0,0,0,21,2,5,5,5,21,0,0,0,5,21,0,1
2820,0.0243,tcp,smtp,FIN,52,42,37232,3380,3827.160541,31,29,12021729,1086419.75,18,8,0.468941,0.578927,25.285243,1.050495,255,1456627830,3603132891,255,0.000674,0.000559,0.000115,716,80,0,0,1,0,1,1,1,1,0,0,0,2,1,0,0
2821,0.959834,tcp,-,FIN,10,8,826,3100,17.711396,62,252,6201.072266,22612.24414,2,2,106.540444,125.824,5652.31503,176.771578,255,104144444,3025433421,255,0.200337,0.079055,0.121282,83,388,0,0,2,1,1,1,1,1,0,0,0,1,4,0,1
2822,1.435528,tcp,-,FIN,10,12,608,732,14.628763,254,252,3053.928467,3739.390625,2,3,159.503111,119.833094,8807.614024,164.187266,255,489239199,3151571695,255,0.259113,0.116664,0.142449,61,61,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
2823,1.00E-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,1
2824,1.00E-06,gre,-,INT,2,0,200,0,83333.33039,254,0,66666664,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,1
2825,1.214457,tcp,-,FIN,10,8,2516,354,13.998025,254,252,14920.24805,2042.064819,2,1,128.177333,163.236141,8828.924798,213.889516,255,2677440583,1737421002,255,0.168199,0.071795,0.096404,252,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,0
2826,3.437591,tcp,-,FIN,12,10,994,814,6.108929,254,252,2122.416504,1705.845703,3,2,312.508267,366.905438,21267.6137,724.531375,255,3882887183,442263129,255,0.188775,0.097532,0.091243,83,81,0,0,2,1,2,1,1,1,0,0,0,2,1,0,1
2827,0.202507,tcp,http,FIN,12,8,6288,1046,93.823915,62,252,227705.7031,36186.40234,3,2,18.409728,26.068857,1021.49886,44.54625,255,4197025881,992063889,255,0.052907,0.005993,0.046914,524,131,1,0,2,1,1,1,1,1,0,0,0,1,1,0,1
2828,2.259432,tcp,http,FIN,44,240,2254,308032,125.252714,62,252,7800.19043,1086110.125,2,118,52.544929,9.059676,2669.71719,1317.545718,255,3931828701,1090063213,255,0.19473,0.087051,0.107679,51,1283,1,148930,1,1,1,1,1,1,0,0,1,2,1,0,1
2829,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,2,16,16,16,29,0,0,0,16,29,0,1
2830,9.00E-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000,0,1,0,0.009,0,0,0,255,0,0,0,0,0,0,45,0,0,0,7,6,18,1,1,32,0,0,0,18,4,0,0
2831,0.387713,tcp,-,FIN,16,6,9514,268,54.163778,254,252,184053.6719,4621.975586,5,1,23.010799,69.78,1592.43523,103.377156,255,1514132845,1754985649,255,0.084563,0.038812,0.045751,595,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
2832,0.627696,tcp,-,FIN,10,6,2516,268,23.896919,254,252,28867.47852,2854.885254,2,1,66.052556,109.223,3460.13455,173.944594,255,2968592815,403762390,255,0.137372,0.081572,0.0558,252,45,0,0,1,1,2,1,1,2,0,0,0,20,1,0,0
2833,1.031834,tcp,-,FIN,10,10,608,646,18.413815,254,252,4248.745605,4512.353516,1,2,6639.9321,6639.888,653664.8034,19616.63,255,894538849,7002535,255,0.082743,0.05731,0.025433,61,65,0,0,3,1,1,1,1,1,0,0,0,1,4,0,1
2834,0.654022,tcp,-,FIN,10,8,564,354,25.99301,254,252,6213.858398,3791.921387,2,1,72.583,86.083289,5460.324716,130.21825,255,3895627586,99601606,255,0.072119,0.051436,0.020683,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1
2835,4.00E-06,udp,-,INT,2,0,78,0,250000.0006,254,0,78000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,39,0,0,0,8,2,1,1,1,8,0,0,0,1,7,0,0
2836,1.897726,tcp,pop3,FIN,36,132,1654,152516,88.000056,62,252,6782.854492,638073.125,7,64,54.220743,14.177244,2679.997481,1349.376535,255,3880891938,1484113940,255,0.102653,0.039718,0.062935,46,1155,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1
2837,1.00E-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,0
2838,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,2,2,2,2,0,0,0,2,9,0,1
2839,19.004667,tcp,http,FIN,322,2030,14614,2803818,123.706454,62,252,6132.809082,1179683.75,2,1013,59.204612,9.347307,2996.884112,1206.890991,255,1183189407,2972556994,255,0.076463,0.038494,0.037969,45,1381,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
2840,0.146716,tcp,-,CON,6,2,1012,86,47.711225,62,252,46020.88281,2344.666016,2,1,29.3432,0.004,1917.839123,0,255,2332700952,3438732687,255,0.135129,0.054588,0.080541,169,43,0,0,2,3,2,2,1,2,0,0,0,2,2,0,0
2841,0.01555,tcp,-,FIN,16,18,1540,1644,2122.186541,31,29,742893.9375,798971.0625,4,4,1.015867,0.887706,69.026033,1.599438,255,2189052859,2191037434,255,0.000578,0.000455,0.000123,96,91,0,0,14,0,10,6,1,7,0,0,0,10,9,0,0
2842,30.984524,arp,-,CON,4,4,184,112,0.225919,0,0,35.630692,21.688248,0,0,15491.48,15491.482,15491.445,15491.454,0,0,0,0,0,0,0,46,28,0,0,2,0,2,2,2,2,0,0,0,2,2,0,0
2843,0.00108,udp,dns,CON,2,2,146,178,2777.777885,31,29,540740.75,659259.3125,0,0,0.002,0.01,0,0,0,0,0,0,0,0,0,73,89,0,0,4,0,3,1,1,1,0,0,0,1,2,0,0
2844,0.032941,tcp,-,FIN,72,74,4238,63878,4401.809473,31,29,1015148.313,15303725,7,30,0.459465,0.442589,23.500279,23.456572,255,596757392,597097514,255,0.000822,0.000621,0.000201,59,863,0,0,2,0,4,1,1,2,0,0,0,3,2,0,0
2845,0.001152,udp,dns,CON,2,2,146,178,2604.166575,31,29,506944.4375,618055.5625,0,0,0.002,0.004,0,0,0,0,0,0,0,0,0,73,89,0,0,5,0,3,2,1,2,0,0,0,9,2,0,0
2846,1.49174,tcp,-,FIN,10,8,564,354,11.396088,254,252,2724.335449,1662.488159,2,1,165.748889,202.858,9326.964871,303.702656,255,2085055608,311955310,255,0.158398,0.071014,0.087384,56,44,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1
2847,0.824848,tcp,-,FIN,10,6,562,268,18.185169,254,252,4907.570801,2172.521484,2,1,91.601667,149.102,4810.555899,264.8305,255,1538439985,177971149,255,0.156995,0.079327,0.077668,56,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
2848,3.031305,tcp,smtp,FIN,24,22,3035,1740,14.845091,62,252,7677.221191,4383.590332,8,8,131.79587,141.006141,7072.898976,194.604562,255,2859268080,3195732130,255,0.165923,0.069507,0.096416,126,79,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1
2849,0.001062,udp,dns,CON,2,2,146,178,2824.858614,31,29,549905.8125,670433.125,0,0,0.011,0.009,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,3,2,1,1,0,0,0,3,2,0,0
